Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	URL	Matchbegin corpus position	Matchend corpus position
252	2	Seyircinin küfürlü tezahüratları hakemi etkiler . Hele şimdi yönetmeliklere göre	<<< bir ve ikinci >>>	anonsları yaptırdı mı o takım direk ceza alır . Futbolcu	Seyircinin_Noun küfürlü_Noun tezahüratları_Noun hakemi_Noun etkiler_Noun ._Punc Hele_Conj şimdi_Adv yönetmeliklere_Noun göre_Postp	<<< bir_Det ve_Conj ikinci_Adj >>>	anonsları_Noun yaptırdı_Verb mı_Ques o_Det takım_Noun direk_Noun ceza_Noun alır_Verb ._Punc Futbolcu_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=251&uT=y	342136617	342136619
253	2	Lens ve Metz gibi iki küçük takım ligde büyükleri atlatıp	<<< bir ve ikinci >>>	oldular . Papin , Bu olayı bir kısım yorumcular gelişme	Lens_Noun ve_Conj Metz_Undef gibi_Postp iki_Adj küçük_Adj takım_Noun ligde_Noun büyükleri_Adj atlatıp_Verb	<<< bir_Det ve_Conj ikinci_Adj >>>	oldular_Verb ._Punc Papin_Undef ,_Punc Bu_Det olayı_Noun bir_Det kısım_Noun yorumcular_Noun gelişme_Verb	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=252&uT=y	343042558	343042560
254	2	`memur'dan `araştırmacı'ya , derecelerini de 10'dan bir , iki ,	<<< üç ve dördüncü >>>	dereceye çıkarıp bazı bakanlık ve kamu kuruluşlarının kullanımına tahsis ettik	`memur'dan_Undef `araştırmacı'ya_Undef ,_Punc derecelerini_Noun de_Conj 10'dan_Num bir_Det ,_Punc iki_Adj ,_Punc	<<< üç_Adj ve_Conj dördüncü_Adj >>>	dereceye_Noun çıkarıp_Verb bazı_Adj bakanlık_Noun ve_Conj kamu_Noun kuruluşlarının_Noun kullanımına_Noun tahsis_Noun ettik_Verb	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=253&uT=y	343581969	343581971
255	2	belediye başkanlığı KADIKÖY Belediye Başkanı Selami Öztürk'e İlkokulun iki ,	<<< üç ve dördüncü >>>	sınıflarını Kadıköy 41. Okul'da okuduk deyince merak etti : Hangi	belediye_Noun başkanlığı_Noun KADIKÖY_Noun Belediye_Noun Başkanı_Noun Selami_Noun Öztürk'e_Noun İlkokulun_Noun iki_Adj ,_Punc	<<< üç_Adj ve_Conj dördüncü_Adj >>>	sınıflarını_Noun Kadıköy_Noun 41._Num Okul'da_Noun okuduk_Verb deyince_Noun merak_Noun etti_Verb :_Punc Hangi_Adj	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=254&uT=y	344302671	344302673
256	2	ve Milli Güvenlik Siyaseti'yle ilgili bilgi verilen kitapta , Anayasa'nın	<<< iki ve dördüncü >>>	maddeleriyle güvence altına alınan laiklik ilkesinin büyük bir duyarlılıkla korunduğu	ve_Conj Milli_Adj Güvenlik_Noun Siyaseti'yle_Noun ilgili_Noun bilgi_Noun verilen_Verb kitapta_Noun ,_Punc Anayasa'nın_Noun	<<< iki_Adj ve_Conj dördüncü_Adj >>>	maddeleriyle_Noun güvence_Noun altına_Noun alınan_Verb laiklik_Adj ilkesinin_Noun büyük_Adj bir_Det duyarlılıkla_Adj korunduğu_Verb	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=255&uT=y	346159444	346159446
257	2	Zhanna Pintusevic'in oldu . Pintusevic 11.09 ile yarışı kazanırken ,	<<< iki ve üçüncü >>>	sıraları Bahamalar'dan Sevatheda Fynes ile Chandra Strrup aldı . Paris'te	Zhanna_Undef Pintusevic'in_Undef oldu_Verb ._Punc Pintusevic_Undef 11.09_Num ile_Postp yarışı_Noun kazanırken_Verb ,_Punc	<<< iki_Adj ve_Conj üçüncü_Adj >>>	sıraları_Noun Bahamalar'dan_Undef Sevatheda_Undef Fynes_Undef ile_Postp Chandra_Undef Strrup_Undef aldı_Verb ._Punc Paris'te_Undef	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=256&uT=y	349632760	349632762
258	2	zafere ulaştı . Jamaikalı atletler Paulina Davis ve Julit Campell	<<< iki ve üçüncü >>>	sırayı aldı . Erkekler 800 metrede , cezayirli Djabir Said	zafere_Noun ulaştı_Verb ._Punc Jamaikalı_Undef atletler_Noun Paulina_Undef Davis_Noun ve_Conj Julit_Undef Campell_Undef	<<< iki_Adj ve_Conj üçüncü_Adj >>>	sırayı_Noun aldı_Verb ._Punc Erkekler_Noun 800_Num metrede_Noun ,_Punc cezayirli_Noun Djabir_Undef Said_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=257&uT=y	349632845	349632847
259	2	6 , 1998'in şampiyonu Jan Ullirch ise 7 saniye farkla	<<< üç ve dördüncü >>>	sıralarda yeralıyorlar . Güncelleme : 17:13 TS 26 Haz .	6_Num ,_Punc 1998'in_Undef şampiyonu_Noun Jan_Noun Ullirch_Undef ise_Verb 7_Num saniye_Noun farkla_Noun	<<< üç_Adj ve_Conj dördüncü_Adj >>>	sıralarda_Noun yeralıyorlar_Undef ._Punc Güncelleme_Verb :_Punc 17:13_Undef TS_Noun 26_Num Haz_Noun ._Punc	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=258&uT=y	349998886	349998888
260	2	pilottan Colin Mcrae ve şampiyona lideri Richard Burns yaptıkları atakla	<<< iki ve üçüncü >>>	sıralara yükseldiler . Şampiyonaya kötü başlayan fakat son üç yarışın	pilottan_Noun Colin_Undef Mcrae_Undef ve_Conj şampiyona_Noun lideri_Noun Richard_Noun Burns_Undef yaptıkları_Verb atakla_Noun	<<< iki_Adj ve_Conj üçüncü_Adj >>>	sıralara_Noun yükseldiler_Verb ._Punc Şampiyonaya_Noun kötü_Adj başlayan_Verb fakat_Conj son_Adj üç_Adj yarışın_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=259&uT=y	350441069	350441071
261	2	1 md. ) 132 nci maddenin iki , üç ,	<<< dört ve besinci >>>	fikralarinda yazili gizli kalmasi lazimgelen malümati ifsa eden kimseler bes	1_Num md._Noun )_Punc 132_Num nci_Undef maddenin_Noun iki_Adj ,_Punc üç_Adj ,_Punc	<<< dört_Adj ve_Conj besinci_Noun >>>	fikralarinda_Undef yazili_Undef gizli_Adj kalmasi_Undef lazimgelen_Undef malümati_Undef ifsa_Undef eden_Verb kimseler_Noun bes_Undef	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=260&uT=y	350594181	350594183
262	2	Kulüp doktoru Gökhan Metin , Fazlı'nın sağ el iki ,	<<< üç ve dördüncü >>>	tarak kemiklerinde kırık tespit ettiklerini ve Florance Nightingale Hastanesi'nde ameliyata	Kulüp_Noun doktoru_Noun Gökhan_Noun Metin_Noun ,_Punc Fazlı'nın_Undef sağ_Noun el_Noun iki_Adj ,_Punc	<<< üç_Adj ve_Conj dördüncü_Adj >>>	tarak_Noun kemiklerinde_Noun kırık_Noun tespit_Noun ettiklerini_Verb ve_Conj Florance_Undef Nightingale_Undef Hastanesi'nde_Undef ameliyata_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=261&uT=y	350667995	350667997
263	2	rektör aday listesine giremediğini hatırlatan Kutan , hangi mütalaaya göre	<<< bir ve ikinci >>>	sırayı alanların ihmal edildiğini sordu . Kutan , Tabii ,	rektör_Noun aday_Noun listesine_Noun giremediğini_Verb hatırlatan_Verb Kutan_Noun ,_Punc hangi_Adj mütalaaya_Noun göre_Postp	<<< bir_Det ve_Conj ikinci_Adj >>>	sırayı_Noun alanların_Noun ihmal_Noun edildiğini_Verb sordu_Verb ._Punc Kutan_Noun ,_Punc Tabii_Adj ,_Punc	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=262&uT=y	350789291	350789293
264	2	8. Beş Yıllık Kalkınma Planı'nın iki yılı ile istikrar programının	<<< iki ve üçüncü >>>	yıllarının çakıştığını , buna göre büyüme politikalarının asıl 2002 yılı	8._Num Beş_Adj Yıllık_Noun Kalkınma_Verb Planı'nın_Undef iki_Adj yılı_Noun ile_Postp istikrar_Noun programının_Noun	<<< iki_Adj ve_Conj üçüncü_Adj >>>	yıllarının_Noun çakıştığını_Verb ,_Punc buna_Pron göre_Postp büyüme_Verb politikalarının_Noun asıl_Adj 2002_Num yılı_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=263&uT=y	352008902	352008904
265	2	başkan belirlenemezse , gözler 17 ve 18 Ekimde yapılacak olan	<<< üç ve dördüncü >>>	tur seçimlere çevrilecek . Gruplar da uzun aradan sonra bu	başkan_Noun belirlenemezse_Verb ,_Punc gözler_Noun 17_Num ve_Conj 18_Num Ekimde_Noun yapılacak_Verb olan_Verb	<<< üç_Adj ve_Conj dördüncü_Adj >>>	tur_Noun seçimlere_Noun çevrilecek_Verb ._Punc Gruplar_Noun da_Conj uzun_Adj aradan_Noun sonra_Postp bu_Det	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=264&uT=y	353894518	353894520
266	2	25'e yakın , ikinci 6 ay için yüzde 25 ,	<<< üç ve dördüncü >>>	6 aylarda da yüzde 15 - 15 olacağını söyledi .	25'e_Undef yakın_Noun ,_Punc ikinci_Adj 6_Num ay_Noun için_Postp yüzde_Adj 25_Num ,_Punc	<<< üç_Adj ve_Conj dördüncü_Adj >>>	6_Num aylarda_Noun da_Conj yüzde_Adj 15_Num -_Punc 15_Num olacağını_Verb söyledi_Verb ._Punc	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=265&uT=y	354627236	354627238
267	2	25'e yakın , ikinci 6 ay için yüzde 25 ,	<<< üç ve dördüncü >>>	6 aylarda da yüzde 15 - 15 şeklinde devam ediyor	25'e_Undef yakın_Noun ,_Punc ikinci_Adj 6_Num ay_Noun için_Postp yüzde_Adj 25_Num ,_Punc	<<< üç_Adj ve_Conj dördüncü_Adj >>>	6_Num aylarda_Noun da_Conj yüzde_Adj 15_Num -_Punc 15_Num şeklinde_Noun devam_Noun ediyor_Verb	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=266&uT=y	354627382	354627384
268	2	, birinci altı ay için yüzde 40 , iki ,	<<< üç ve dördüncü >>>	altı aylar için gerçekleşen enflasyon oranında , Öz İplik -	,_Punc birinci_Adj altı_Adj ay_Noun için_Postp yüzde_Adj 40_Num ,_Punc iki_Adj ,_Punc	<<< üç_Adj ve_Conj dördüncü_Adj >>>	altı_Adj aylar_Noun için_Postp gerçekleşen_Noun enflasyon_Noun oranında_Noun ,_Punc Öz_Noun İplik_Noun -_Punc	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=267&uT=y	356677328	356677330
269	2	, birinci altı ay için yüzde 50 , iki ,	<<< üç ve dördüncü >>>	altı aylar için gerçekleşen enflasyon oranında , Tekstil Sendikası da	,_Punc birinci_Adj altı_Adj ay_Noun için_Postp yüzde_Adj 50_Num ,_Punc iki_Adj ,_Punc	<<< üç_Adj ve_Conj dördüncü_Adj >>>	altı_Adj aylar_Noun için_Postp gerçekleşen_Noun enflasyon_Noun oranında_Noun ,_Punc Tekstil_Noun Sendikası_Noun da_Conj	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=268&uT=y	356677353	356677355
270	2	da birinci altı ay için yüzde 45 , iki ,	<<< üç ve dördüncü >>>	altı aylar için gerçekleşen enflasyon oranında zam istemişti . Arabulucu	da_Conj birinci_Adj altı_Adj ay_Noun için_Postp yüzde_Adj 45_Num ,_Punc iki_Adj ,_Punc	<<< üç_Adj ve_Conj dördüncü_Adj >>>	altı_Adj aylar_Noun için_Postp gerçekleşen_Noun enflasyon_Noun oranında_Noun zam_Noun istemişti_Verb ._Punc Arabulucu_Undef	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=269&uT=y	356677375	356677377
271	2	şeklinde Türkiye'nin iktidarına oturması gibi bir ifade var . Diğer	<<< üç ve dördüncü >>>	şeyi zaten söylemiyorum . Bir defa benim şuana kadar herhangi	şeklinde_Noun Türkiye'nin_Undef iktidarına_Noun oturması_Verb gibi_Postp bir_Det ifade_Noun var_Adj ._Punc Diğer_Adj	<<< üç_Adj ve_Conj dördüncü_Adj >>>	şeyi_Noun zaten_Adv söylemiyorum_Verb ._Punc Bir_Det defa_Noun benim_Pron şuana_Noun kadar_Postp herhangi_Adj	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=270&uT=y	359500901	359500903
272	2	Böylece ikisi 900 , ikisi de 1800 Mhz bandında çalışan	<<< bir ve ikinci >>>	jenerasyon mobil haberleşme hizmetlerinin ülkemizde 4 işletmeci tarafından sunulması sağlanmıştır	Böylece_Adv ikisi_Adj 900_Num ,_Punc ikisi_Adj de_Conj 1800_Num Mhz_Undef bandında_Noun çalışan_Verb	<<< bir_Det ve_Conj ikinci_Adj >>>	jenerasyon_Noun mobil_Adj haberleşme_Verb hizmetlerinin_Noun ülkemizde_Noun 4_Num işletmeci_Noun tarafından_Noun sunulması_Verb sağlanmıştır_Verb	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=271&uT=y	362266885	362266887
273	2	vadeli tahvil ihraç edilmesi ama tahvilin iki , üç ,	<<< dört ve beşinci >>>	yıllarda eşit geri ödemeler yapması . Takas esnasında ihraç öncesi	vadeli_Noun tahvil_Noun ihraç_Noun edilmesi_Verb ama_Conj tahvilin_Noun iki_Adj ,_Punc üç_Adj ,_Punc	<<< dört_Adj ve_Conj beşinci_Adj >>>	yıllarda_Noun eşit_Adj geri_Adv ödemeler_Noun yapması_Verb ._Punc Takas_Noun esnasında_Noun ihraç_Noun öncesi_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=272&uT=y	365820598	365820600
274	2	kısıyor ya da eğer biri gelip bu üçüncü musluğu açarsa	<<< bir ve ikinci >>>	musluklar daha fazla açılıyor . O zaman da zam ya	kısıyor_Verb ya_Conj da_Conj eğer_Conj biri_Pron gelip_Verb bu_Det üçüncü_Adj musluğu_Noun açarsa_Verb	<<< bir_Det ve_Conj ikinci_Adj >>>	musluklar_Noun daha_Adv fazla_Adj açılıyor_Verb ._Punc O_Det zaman_Noun da_Conj zam_Noun ya_Conj	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=273&uT=y	366229467	366229469
275	2	ilgi duydukları boru hattı yapım inşaatına , Kerkük - Yumurtalık	<<< bir ve ikinci >>>	ham petrol boru hatlarının yapımını gerçekleştiren İtalyan firmalarının da konsorsiyum	ilgi_Noun duydukları_Verb boru_Noun hattı_Noun yapım_Noun inşaatına_Noun ,_Punc Kerkük_Noun -_Punc Yumurtalık_Noun	<<< bir_Det ve_Conj ikinci_Adj >>>	ham_Noun petrol_Noun boru_Noun hatlarının_Noun yapımını_Noun gerçekleştiren_Noun İtalyan_Noun firmalarının_Noun da_Conj konsorsiyum_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=274&uT=y	366803945	366803947
276	2	kısaca okuyayım . Diyor ki : Birinci maddenin iki ,	<<< dört ve dokuzuncu >>>	bendlerinin iptal edilen kurallarının doğuracağı hukuksal boşluk kamu düzenini tehdit	kısaca_Adv okuyayım_Verb ._Punc Diyor_Verb ki_Conj :_Punc Birinci_Adj maddenin_Noun iki_Adj ,_Punc	<<< dört_Adj ve_Conj dokuzuncu_Adj >>>	bendlerinin_Undef iptal_Noun edilen_Verb kurallarının_Noun doğuracağı_Verb hukuksal_Adj boşluk_Noun kamu_Noun düzenini_Noun tehdit_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=275&uT=y	367775946	367775948
277	2	madde kapsamından düşünceyi açıklama ve yayma hürriyeti anayasanın bir ,	<<< iki ve üçüncü >>>	madde hükümlerinin değiştirilmesini sağlamak amacıyla kullanılamaz hükmünün çıkartılmasını içeriyor .	madde_Noun kapsamından_Noun düşünceyi_Noun açıklama_Verb ve_Conj yayma_Verb hürriyeti_Noun anayasanın_Noun bir_Det ,_Punc	<<< iki_Adj ve_Conj üçüncü_Adj >>>	madde_Noun hükümlerinin_Noun değiştirilmesini_Verb sağlamak_Verb amacıyla_Noun kullanılamaz_Verb hükmünün_Noun çıkartılmasını_Verb içeriyor_Verb ._Punc	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=276&uT=y	370540394	370540396
278	2	Colin McRae ve Carlos Sainz , Pilotlar Şampiyonası'nda Makinen'in ardından	<<< iki ve üçüncü >>>	sırada bulunuyor . Makinen'in 40 , McRae'nin 34 , Saniz'ın	Colin_Undef McRae_Undef ve_Conj Carlos_Noun Sainz_Undef ,_Punc Pilotlar_Noun Şampiyonası'nda_Undef Makinen'in_Undef ardından_Adv	<<< iki_Adj ve_Conj üçüncü_Adj >>>	sırada_Noun bulunuyor_Verb ._Punc Makinen'in_Undef 40_Num ,_Punc McRae'nin_Undef 34_Num ,_Punc Saniz'ın_Undef	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=277&uT=y	370600180	370600182
279	2	Ford'dan Colin Mcrae ve Carlos Sainz pilotlar şampiyonasında Makinen'in ardından	<<< iki ve üçüncü >>>	sırada bulunuyor . Makinen'in 40 , Mcrae'nin 34 , Saniz'ın	Ford'dan_Undef Colin_Undef Mcrae_Undef ve_Conj Carlos_Noun Sainz_Undef pilotlar_Noun şampiyonasında_Noun Makinen'in_Undef ardından_Adv	<<< iki_Adj ve_Conj üçüncü_Adj >>>	sırada_Noun bulunuyor_Verb ._Punc Makinen'in_Undef 40_Num ,_Punc Mcrae'nin_Undef 34_Num ,_Punc Saniz'ın_Undef	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=278&uT=y	370606851	370606853
280	2	pilot İngiltere'de kazanıp rakiplerinin de puan kaybetmesini bekleyecek . Avustralya'da	<<< üç ve dördüncü >>>	sıraları Peugeot pilotları , Fransız Didier Auriol ile Harri Rovanpera	pilot_Noun İngiltere'de_Undef kazanıp_Verb rakiplerinin_Adj de_Conj puan_Noun kaybetmesini_Verb bekleyecek_Verb ._Punc Avustralya'da_Undef	<<< üç_Adj ve_Conj dördüncü_Adj >>>	sıraları_Noun Peugeot_Noun pilotları_Noun ,_Punc Fransız_Noun Didier_Undef Auriol_Undef ile_Postp Harri_Undef Rovanpera_Undef	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=279&uT=y	372729005	372729007
281	2	etti . İspanyol sürücüler Jordi Arcaros ile İsidre Esteve Pujol	<<< iki ve üçüncü >>>	olurken , etap 7'nciliğini elde eden İtalyan Fabrizio Meoni ,	etti_Verb ._Punc İspanyol_Adj sürücüler_Noun Jordi_Undef Arcaros_Undef ile_Postp İsidre_Undef Esteve_Undef Pujol_Undef	<<< iki_Adj ve_Conj üçüncü_Adj >>>	olurken_Verb ,_Punc etap_Noun 7'nciliğini_Undef elde_Noun eden_Verb İtalyan_Noun Fabrizio_Undef Meoni_Undef ,_Punc	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=280&uT=y	375518887	375518889
282	2	- 16 İtalyan ekibi kazandı . Daha sonra toparlanan Eczacıbaşı	<<< üç ve dördüncü >>>	setleri aynı skorla 25 - 16 alarak maça 2 -	-_Punc 16_Num İtalyan_Noun ekibi_Noun kazandı_Verb ._Punc Daha_Adv sonra_Postp toparlanan_Verb Eczacıbaşı_Noun	<<< üç_Adj ve_Conj dördüncü_Adj >>>	setleri_Noun aynı_Adj skorla_Noun 25_Num -_Punc 16_Num alarak_Verb maça_Noun 2_Num -_Punc	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=281&uT=y	375846823	375846825
283	2	Ancak öğrenciler temelini hiç okumadıkları konuları öğrenmek zorunda . Üniversite	<<< iki ve üçüncü >>>	sınıfta okutulması gerekirken lise birinci sınıf programına sıkıştırılan konular ya	Ancak_Conj öğrenciler_Noun temelini_Noun hiç_Adv okumadıkları_Verb konuları_Noun öğrenmek_Verb zorunda_Adj ._Punc Üniversite_Noun	<<< iki_Adj ve_Conj üçüncü_Adj >>>	sınıfta_Noun okutulması_Verb gerekirken_Verb lise_Noun birinci_Adj sınıf_Noun programına_Noun sıkıştırılan_Verb konular_Noun ya_Conj	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=282&uT=y	376308330	376308332
284	2	büyük sorun üniversite giriş sisteminde karşımıza çıkıyor . ÖSS'de lise	<<< iki ve üçüncü >>>	sınıflarda okutulan matematik konularından hiç soru gelmiyor . Bu durum	büyük_Adj sorun_Noun üniversite_Noun giriş_Verb sisteminde_Noun karşımıza_Noun çıkıyor_Verb ._Punc ÖSS'de_Undef lise_Noun	<<< iki_Adj ve_Conj üçüncü_Adj >>>	sınıflarda_Noun okutulan_Verb matematik_Noun konularından_Noun hiç_Adv soru_Noun gelmiyor_Verb ._Punc Bu_Det durum_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=283&uT=y	376308363	376308365
285	2	olurken , Williams sürücüleri Ralf Schumacher ve Juan Pablo Montoya	<<< üç ve dördüncü >>>	sıraları aldı . 5'inciliği Sauber'den Nick Heidfeld , altıncığı Toyota'dan	olurken_Verb ,_Punc Williams_Noun sürücüleri_Noun Ralf_Noun Schumacher_Noun ve_Conj Juan_Noun Pablo_Undef Montoya_Undef	<<< üç_Adj ve_Conj dördüncü_Adj >>>	sıraları_Noun aldı_Verb ._Punc 5'inciliği_Undef Sauber'den_Undef Nick_Noun Heidfeld_Undef ,_Punc altıncığı_Noun Toyota'dan_Undef	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=284&uT=y	377967878	377967880
286	2	, ki burada benim sözünü ettiğim 29. maddede ve ek	<<< bir ve ikinci >>>	maddelerde de bu görünüyor . Hemen her defasında düzenlemenin ötesinde	,_Punc ki_Conj burada_Noun benim_Pron sözünü_Noun ettiğim_Verb 29._Num maddede_Noun ve_Conj ek_Noun	<<< bir_Det ve_Conj ikinci_Adj >>>	maddelerde_Noun de_Conj bu_Det görünüyor_Verb ._Punc Hemen_Adv her_Det defasında_Noun düzenlemenin_Verb ötesinde_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=285&uT=y	378116087	378116089
287	2	bir fark yok . Birinci ve ikinci sırada bulunan takımlar	<<< üç ve dördüncü >>>	sıradaki takımlarla karşı karşıya gelecek . Burada biz sahaya kazanmak	bir_Det fark_Noun yok_Adj ._Punc Birinci_Adj ve_Conj ikinci_Adj sırada_Noun bulunan_Verb takımlar_Noun	<<< üç_Adj ve_Conj dördüncü_Adj >>>	sıradaki_Noun takımlarla_Noun karşı_Postp karşıya_Adj gelecek_Noun ._Punc Burada_Noun biz_Pron sahaya_Noun kazanmak_Verb	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=286&uT=y	378640450	378640452
288	2	yenmesi halinde çeyrek finale son iki sıradaki takımlar çıkarken ,	<<< bir ve ikinci >>>	elenecek . Bizim hedefimiz , her zaman olduğu gibi zoru	yenmesi_Verb halinde_Noun çeyrek_Noun finale_Noun son_Adj iki_Adj sıradaki_Noun takımlar_Noun çıkarken_Verb ,_Punc	<<< bir_Det ve_Conj ikinci_Adj >>>	elenecek_Verb ._Punc Bizim_Pron hedefimiz_Noun ,_Punc her_Det zaman_Noun olduğu_Verb gibi_Postp zoru_Adj	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=287&uT=y	378640478	378640480
289	2	KOÇ'UN İKİ KIZI YİNE İLK ÜÇTE Geçen yılın rekortmenler listesinde	<<< iki ve üçüncü >>>	sıralarda yeralan Sevgi Gönül ile Semahat Sevim Arsel ise bu	KOÇ'UN_Undef İKİ_Adj KIZI_Noun YİNE_Adv İLK_Adj ÜÇTE_Adj Geçen_Adj yılın_Noun rekortmenler_Noun listesinde_Noun	<<< iki_Adj ve_Conj üçüncü_Adj >>>	sıralarda_Noun yeralan_Undef Sevgi_Noun Gönül_Noun ile_Postp Semahat_Noun Sevim_Noun Arsel_Undef ise_Verb bu_Det	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=288&uT=y	379447540	379447542
290	2	Lord Sainsbury ile ralli organizasyonlarının ünlü ismi Bernie Ecclestone da	<<< üç ve beşinci >>>	olarak yer aldılar . Listenin dördüncü sırasına eski milli kayakçı	Lord_Undef Sainsbury_Undef ile_Postp ralli_Noun organizasyonlarının_Noun ünlü_Noun ismi_Noun Bernie_Undef Ecclestone_Undef da_Conj	<<< üç_Adj ve_Conj beşinci_Adj >>>	olarak_Verb yer_Noun aldılar_Verb ._Punc Listenin_Noun dördüncü_Adj sırasına_Noun eski_Adj milli_Adj kayakçı_Noun	http://cqpweb.tscorpus.com/cqpweb/ts_corpus_ver_2/context.php?qname=gfrdie14t5&batch=289&uT=y	379475513	379475515
